Defensive passing,Dribbling,Defensive actions,Short passing,Playing time,Tackling,Attacking play,Passing volume,Progressive passing,Defensive passing rank,Dribbling rank,Defensive actions rank,Short passing rank,Playing time rank,Tackling rank,Attacking play rank,Passing volume rank,Progressive passing rank
0.01309332062714103,0.22420770193485373,0.0,0.0,0.1728036555601803,0.0,0.08498639476478446,0.5807136854310436,0.495527497589738,0.5804066543438078,0.9926062846580407,0.09519408502772643,0.0767097966728281,0.49907578558225507,0.07578558225508318,0.6025878003696857,0.977818853974122,0.9759704251386322
0.025680298465597967,0.032905738305165785,0.04197499369498427,0.0,0.11846372340471875,0.10316873305940788,0.11252871581115041,0.20827334127426067,0.720363017065479,0.7652495378927912,0.5083179297597042,0.4195933456561922,0.0767097966728281,0.33271719038817005,0.3844731977818854,0.6635859519408502,0.6358595194085028,1.0
0.0025246019022809097,0.3006855601852562,0.0,0.0,0.21261128466568588,0.28002145959535757,0.12350849864587093,0.5481084221783384,0.20096034609995592,0.21626617375231053,0.9981515711645101,0.09519408502772643,0.0767097966728281,0.6192236598890942,0.756007393715342,0.6876155268022182,0.9648798521256932,0.6765249537892791
0.014430255949111305,0.07864943375499392,0.0,0.0,0.3245846128766745,0.0,0.1780339412947406,0.35996192656705656,0.27651730773352134,0.6155268022181146,0.7356746765249538,0.09519408502772643,0.0767097966728281,0.966728280961183,0.07578558225508318,0.7486136783733827,0.8410351201478743,0.7781885397412199
0.0097398867587482,0.05892107103679465,0.0,0.0,0.22965445305780402,0.18951322383712646,0.24465087618544593,0.5365164276614972,0.3980196381925652,0.4898336414048059,0.6451016635859519,0.09519408502772643,0.0767097966728281,0.6839186691312384,0.5637707948243993,0.8114602587800369,0.9611829944547134,0.9131238447319778
0.0,0.20231212321256428,0.0,0.0,0.2963623327772254,0.2188326408543566,0.14250459192214482,0.44493045466495224,0.23859173198801278,0.06469500924214418,0.9796672828096118,0.09519408502772643,0.0767097966728281,0.9020332717190388,0.634011090573013,0.7134935304990758,0.9168207024029574,0.722735674676525
0.013156593693636405,0.22858493178541012,0.0,0.0,0.22164437421663094,0.09584282856300323,0.19234397287703808,0.30930182690077507,0.2179742690387091,0.5822550831792976,0.9944547134935305,0.09519408502772643,0.0767097966728281,0.6506469500924215,0.3659889094269871,0.7634011090573013,0.7948243992606284,0.6987060998151571
0.008612631136388094,0.13087137384837835,0.006248295475739247,0.0,0.2717600056719744,0.09073813155136776,0.14758462635530517,0.2597475051795319,0.3541571622518068,0.4565619223659889,0.8946395563770795,0.22365988909426987,0.0767097966728281,0.8280961182994455,0.35304990757855825,0.722735674676525,0.7338262476894639,0.866913123844732
0.009757611927925635,0.027399129042712904,0.07319981927842269,0.00500933757828298,0.28595327928603514,0.12423807707309925,0.03342383650772831,0.17385045268086127,0.5867704600952904,0.49168207024029575,0.4658040665434381,0.5582255083179297,0.16820702402957485,0.8706099815157117,0.43807763401109057,0.4602587800369686,0.5637707948243993,0.9944547134935305
0.012691792374432355,0.13397171420600046,0.0393981247521288,0.02315875512438264,0.24757562104235603,0.28731574407743554,0.06442588737949878,0.6315472669253523,0.16978135732390617,0.5711645101663586,0.9094269870609981,0.41404805914972276,0.2365988909426987,0.7467652495378928,0.7689463955637708,0.5637707948243993,0.9833641404805915,0.6266173752310537
0.022163322973502538,0.0413729513892415,0.049056659769364845,0.0,0.2605664947980436,0.3828923812178845,0.0316199612961768,0.5758478278665423,0.23580030582361838,0.7282809611829945,0.55637707948244,0.4565619223659889,0.0767097966728281,0.7966728280961183,0.9001848428835489,0.44731977818853974,0.9741219963031423,0.7153419593345656
0.0,0.22118466551804963,0.0005559185973911446,0.0,0.3182769842281627,0.1000825465328165,0.16440233493537867,0.4856081796117718,0.17332153790628593,0.06469500924214418,0.9907578558225508,0.19408502772643252,0.0767097966728281,0.9574861367837338,0.37153419593345655,0.7375231053604436,0.9390018484288355,0.6358595194085028
0.006012193158965199,0.1087385947787586,0.0,0.0,0.2662518278629796,0.1121508144967673,0.3761259573127818,0.27677651906257894,0.18164816642133622,0.3752310536044362,0.8539741219963032,0.09519408502772643,0.0767097966728281,0.8133086876155268,0.4066543438077634,0.9260628465804066,0.7615526802218114,0.6524953789279113
0.032620899434345166,0.000594536446743815,0.047607201348625894,0.0,0.25943033359602274,0.12373298911090969,0.015085265948489664,0.5162081223179705,0.25069391229705307,0.8502772643253235,0.23844731977818853,0.44731977818853974,0.0767097966728281,0.7929759704251387,0.4343807763401109,0.33826247689463956,0.955637707948244,0.7467652495378928
0.004055756965784514,0.07388684937807627,0.004978464244307617,0.03825629093381426,0.27554214240096503,0.10122530968544444,0.1806726226358524,0.30631574822963664,0.31678235416619566,0.29390018484288355,0.7079482439926063,0.21811460258780038,0.2828096118299446,0.8354898336414048,0.3807763401109057,0.7523105360443623,0.7911275415896488,0.8391866913123844
0.004923224007679338,0.08468654334024243,0.0,0.0,0.21037269936807815,0.009021902003458948,0.4628579771185344,0.04277888176201734,0.4347991586075634,0.33086876155268025,0.7523105360443623,0.09519408502772643,0.0767097966728281,0.609981515711645,0.17375231053604437,0.9630314232902033,0.22735674676524953,0.9500924214417745
0.011448455847785205,0.1063906792900164,0.013728479879851832,0.0,0.23098222796456058,0.08457042498735819,0.10691494163271432,0.08586406390329808,0.464151006509704,0.5452865064695009,0.8502772643253235,0.29390018484288355,0.0767097966728281,0.6913123844731978,0.3345656192236599,0.6506469500924215,0.34011090573012936,0.9630314232902033
0.005269812811443588,0.04893167619202633,0.0,0.0759691659178346,0.27654083009555214,0.17833358227931362,0.0963794343442943,0.5546752823294969,0.22382533790792203,0.34750462107208874,0.5988909426987061,0.09519408502772643,0.4214417744916821,0.8410351201478743,0.5434380776340111,0.6303142329020333,0.9685767097966729,0.7060998151571165
0.012703097387559177,0.05185217306082833,0.0,0.0,0.2515229163280562,0.31518217408945964,0.2136918283565927,0.31735095008535724,0.24563825449873522,0.5730129390018485,0.6118299445471349,0.09519408502772643,0.0767097966728281,0.7652495378927912,0.8151571164510166,0.7781885397412199,0.8022181146025879,0.7338262476894639
0.015282524673405169,0.047618304995238135,0.0,0.11222872441148991,0.1753822224234197,0.046572738752712006,0.12303495009999568,0.5305000857201508,0.37045232385519294,0.6358595194085028,0.5914972273567468,0.09519408502772643,0.5600739371534196,0.5009242144177449,0.25693160813308685,0.6857670979667283,0.9593345656192237,0.8927911275415896
0.0047650012192591625,0.10629871340920805,0.01805317188814872,0.02442255410910524,0.3053674349020249,0.07090395161883799,0.1930764494886475,0.30202310413753003,0.2957606968586351,0.32717190388170053,0.844731977818854,0.3197781885397412,0.23844731977818853,0.9242144177449169,0.3031423290203327,0.7652495378927912,0.7874306839186691,0.8059149722735675
0.02644007891093671,0.018498854788724928,0.09327456418832528,0.0,0.20130128140627418,0.2511916263021588,0.02369769798393603,0.3116698189413115,0.5187420904381105,0.7800369685767098,0.4011090573012939,0.6303142329020333,0.0767097966728281,0.5914972273567468,0.7079482439926063,0.3826247689463956,0.7985212569316081,0.9870609981515711
0.0,0.12103587739573067,0.025107740359975834,0.009278530962484889,0.2709812887109654,0.3251880935610141,0.1826376612834832,0.2964488929590908,0.2886427094866861,0.06469500924214418,0.8761552680221811,0.34011090573012936,0.18114602587800369,0.8243992606284658,0.8299445471349353,0.7578558225508318,0.7837338262476895,0.7985212569316081
0.0,0.22047916129358114,0.0,0.07186109291050861,0.287517328470362,0.04401223133647299,0.09790278349242408,0.4868819655406731,0.10152546968666182,0.06469500924214418,0.988909426987061,0.09519408502772643,0.4066543438077634,0.8743068391866913,0.2476894639556377,0.6358595194085028,0.9408502772643254,0.5341959334565619
0.027860416174990563,0.046915711734833686,0.08526131463720113,0.0,0.20459771972572038,0.12361028567441704,0.00032288806121073946,0.25925039075700484,0.36573822699924846,0.7948243992606284,0.5859519408502772,0.6025878003696857,0.0767097966728281,0.5988909426987061,0.43253234750462105,0.25693160813308685,0.7319778188539742,0.8872458410351202
0.007583264531643442,0.0964585116967622,0.0,0.010367671058957926,0.27077766652565366,0.4249370868779411,0.09761116789055119,0.3673406004453898,0.19227946138016935,0.4214417744916821,0.8133086876155268,0.09519408502772643,0.18853974121996303,0.822550831792976,0.9316081330868762,0.634011090573013,0.8502772643253235,0.6617375231053605
0.00927567782366046,0.13798104034335676,0.013653200543625697,0.002709131464682978,0.21144869040849587,0.17071532188704802,0.1528867615674904,0.15572393865075182,0.3798368835631489,0.4824399260628466,0.9149722735674677,0.2902033271719039,0.1589648798521257,0.6118299445471349,0.5249537892791127,0.7264325323475046,0.5231053604436229,0.9001848428835489
