player_name,Tackle_pct_won,Nineties,xA,Key_pass,Comp_prog,Total_Cmp,Total_Att,Total_Cmp_pct,Total_Tot_Dist,Total_Prg_Dist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,Long_Cmp_pct,touches,touches_def_box,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_box,touch_live,dribble_Succ,dribble_Att,dribble_Succ_pct,num_dribble_past,dribble_megs,carries,carries_dist,carries_prog_dist,carries_prog,carries_att_3rd,carries_att_box,miss_control,dispossed,recep_targ,recep_succ,recept_pct,Fouls_drawn,Offsides,Crosses,PK_won,Aerial_win_pct,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,pAdj_Total_tackles,pAdj_Tackles_Won,pAdj_Tackles_Def_3rd,pAdj_Tackles_Mid_3rd,pAdj_Tackles_Att_3rd,pAdj_Num_Dribblers_tackled,pAdj_Num_Dribbled_past,pAdj_Blocked_shots,pAdj_Blocked_SOT,pAdj_Blocked_pass,pAdj_Interceptions,pAdj_Tackles_and_Ints,pAdj_Clearences,pAdj_Red_cards,pAdj_Fouls,pAdj_def_interceptions,pAdj_Recoveries,pAdj_Aerial_Duels_lost,lost_tackles,True_tackle_pct,pAdj_Tackle_int_blocks,avg_shrt+med_pass_pct,pct_long_balls,prog_carry+lng_comp+crosses,attacking_touches
Carles Gil,26.4,25.4,0.4724409448818898,5.275590551181103,10.905511811023622,48.81889763779528,65.70866141732284,74.3,1016.1023622047244,390.984251968504,17.480314960629922,20.118110236220478,21.06299212598425,25.66929133858268,9.606299212598426,17.755905511811026,54.1,75.78740157480316,0.2755905511811024,5.078740157480315,38.031496062992126,39.52755905511811,4.015748031496063,65.78740157480316,2.598425196850394,3.858267716535433,67.3,2.6377952755905514,0.3149606299212598,56.61417322834646,385.748031496063,206.25984251968504,10.866141732283465,4.330708661417323,1.141732283464567,1.968503937007874,1.7322834645669292,66.45669291338584,56.5748031496063,85.1,2.9921259842519685,0.0,4.488188976377953,0.0,17.4,0.1574803149606299,2.0866141732283467,0.7480314960629921,35.8,0.0822834645669291,0.0295275590551181,0.0023622047244094,0.0062992125984251,0.7952755905511811,0.3543307086614173,0.0393700787401574,0.0393700787401574,0.2086614173228346,0.1811023622047244,0.0035433070866141,0.6684891516007563,0.2673956606403024,0.0668489151600756,0.2673956606403024,0.3342445758003781,0.2005467454802268,1.1364315577212856,0.0,0.0,0.6016402364406807,1.5375250486817391,2.206014200282496,0.2005467454802268,0.0,0.4679424061205293,1.5375250486817391,10.9632220862524,0.2673956606403024,0.4010934909604538,25.0,2.4065609457627226,84.5,27.022168963451165,24.96062992125984,51.65354330708662
Julian Gressel,28.3,29.9,0.4080267558528428,3.210702341137124,5.551839464882943,37.324414715719065,57.92642140468228,64.4,812.3745819397993,366.1538461538462,13.87959866220736,17.491638795986624,15.886287625418062,20.668896321070235,7.424749163879599,17.725752508361204,41.9,67.59197324414716,1.939799331103679,12.642140468227426,30.635451505016725,27.892976588628763,2.8428093645484958,52.474916387959865,0.5351170568561873,1.2374581939799332,43.2,0.5685618729096991,0.0334448160535117,35.28428093645485,182.0401337792642,117.15719063545151,5.719063545150502,1.2709030100334449,0.5685618729096991,0.802675585284281,0.8361204013377926,43.47826086956522,36.48829431438127,83.9,0.802675585284281,0.1337792642140468,4.816053511705686,0.0,44.8,0.0668896321070234,1.5719063545150502,0.3678929765886288,23.4,0.0525083612040133,0.0123745819397993,0.0013377926421404,0.0060200668896321,0.7692307692307693,0.2675585284280936,0.0,0.0,0.1070234113712374,0.1070234113712374,0.0023411371237458,2.5483626769800405,1.0525845839700163,1.384979715750022,0.7755886408200123,0.3877943204100061,0.9971853953400156,2.105169167940033,0.3323951317800052,0.0,2.437564299720038,3.76714482684006,6.3155075038201,1.9389716020500307,0.0,1.9389716020500307,3.76714482684006,13.90519634613022,1.661975658900026,1.495778093010024,31.506849315068504,7.58968884231012,78.1,30.60046189376443,17.959866220735787,33.143812709030094
Emanuel Reynoso,29.2,26.5,0.3320754716981132,3.4339622641509435,8.830188679245284,42.11320754716981,61.0566037735849,69.0,784.8679245283018,292.9811320754717,19.9622641509434,24.0,14.528301886792454,19.69811320754717,6.566037735849057,14.41509433962264,45.5,81.58490566037736,0.1886792452830188,5.39622641509434,38.33962264150944,44.41509433962264,3.1320754716981134,73.50943396226415,4.037735849056604,7.283018867924528,55.4,4.226415094339623,0.6415094339622641,62.943396226415096,281.7358490566038,154.0,9.62264150943396,2.7547169811320757,0.5283018867924528,4.075471698113208,3.5849056603773586,70.0377358490566,60.0,85.7,4.037735849056604,0.0754716981132075,2.60377358490566,0.0377358490566037,28.6,0.1886792452830188,3.509433962264151,0.8679245283018868,24.7,0.1328301886792453,0.0328301886792452,0.0015094339622641,0.0064150943396226,0.9056603773584906,0.7547169811320755,0.0377358490566037,0.0377358490566037,0.2113207547169811,0.1849056603773585,0.0018867924528301,3.624173562864325,2.641346833951966,0.7371200466842696,2.027080128381741,0.8599733877983144,0.6756933761272472,2.3342134811668536,0.0614266705570224,0.0,2.3342134811668536,1.6585201050396066,5.282693667903932,0.1842800116710674,0.0614266705570224,3.562746892307303,1.6585201050396066,12.162480770290449,1.1056800700264042,0.9828267289123592,34.50292397660819,6.695507090715449,78.5,23.60939431396786,18.79245283018868,55.05660377358491
Albert Rusnák,28.7,33.8,0.2130177514792899,2.57396449704142,4.289940828402367,40.73964497041421,48.72781065088758,83.6,839.2899408284025,226.8639053254438,16.36094674556213,17.89940828402367,16.035502958579883,17.63313609467456,7.781065088757397,12.100591715976332,64.3,56.03550295857988,0.591715976331361,7.1301775147929,29.437869822485208,23.846153846153847,3.165680473372781,48.19526627218935,0.8284023668639054,1.21301775147929,68.3,0.8284023668639054,0.1479289940828402,38.10650887573965,227.86982248520712,115.53254437869823,6.21301775147929,2.189349112426036,0.8284023668639054,1.0946745562130178,0.9171597633136096,45.02958579881657,38.875739644970416,86.3,0.9763313609467456,0.029585798816568,1.3609467455621302,0.0,12.9,0.3254437869822486,1.8343195266272192,0.8284023668639054,45.2,0.0541420118343195,0.0245562130177514,0.0038461538461538,0.0085798816568047,0.562130177514793,0.1183431952662722,0.0887573964497041,0.0887573964497041,0.2426035502958579,0.1745562130177515,0.0029585798816568,1.2522439874640556,0.8348293249760371,0.8348293249760371,0.2608841640550116,0.1565304984330069,0.3652378296770162,0.9391829905980418,0.2087073312440092,0.0,0.9391829905980418,1.304420820275058,2.5566648077391134,0.6261219937320278,0.0,1.2000671546530532,1.304420820275058,10.59189706063347,0.2087073312440092,0.4174146624880185,32.87671232876712,3.2871404670931463,91.15,24.833029751062536,15.355029585798816,30.857988165680474
Maximiliano Moralez,30.2,26.5,0.3622641509433962,3.1320754716981134,7.735849056603773,46.56603773584906,62.41509433962264,74.6,930.8301886792452,318.0,20.90566037735849,23.9622641509434,15.0188679245283,19.056603773584907,9.62264150943396,16.0,60.1,74.60377358490567,0.2641509433962264,6.0,40.67924528301887,31.69811320754717,4.075471698113208,67.20754716981132,0.7547169811320755,1.2075471698113207,62.5,0.7924528301886793,0.0754716981132075,49.43396226415094,225.622641509434,100.1509433962264,5.9245283018867925,1.69811320754717,0.4528301886792453,1.7735849056603774,2.0,69.05660377358491,55.58490566037736,80.5,2.5660377358490565,0.1886792452830188,2.641509433962264,0.0,23.3,0.1132075471698113,2.4150943396226414,0.8679245283018868,35.9,0.0913207547169811,0.0328301886792452,0.0018867924528301,0.0049056603773584,0.7132075471698113,0.0377358490566037,0.0,0.0,0.2339622641509434,0.2339622641509434,0.0037735849056603,3.185645854561212,1.7255581712206567,0.8627790856103283,1.592822927280606,0.7300438416702778,0.9291467075803536,2.52196963486096,0.0,0.0,1.791925793190682,1.526455305310581,4.712101159871793,0.3982057318201515,0.0663676219700252,2.9865429886511365,1.526455305310581,11.083392868994215,0.6636762197002526,1.4600876833405554,31.37254901960784,5.043939269721919,83.0,25.634824667472795,18.188679245283016,38.71698113207548
Luciano Acosta,24.9,29.9,0.2508361204013378,2.6755852842809364,5.986622073578595,41.87290969899666,55.35117056856188,75.6,711.7056856187291,244.14715719063545,22.37458193979933,25.785953177257525,13.377926421404682,17.123745819397993,4.816053511705686,9.03010033444816,53.3,70.36789297658864,0.5685618729096991,8.62876254180602,37.324414715719065,29.866220735785955,3.678929765886288,64.31438127090301,2.876254180602007,5.083612040133779,56.6,3.0434782608695654,0.334448160535117,53.31103678929766,238.09364548494983,151.4046822742475,9.130434782608695,2.74247491638796,0.802675585284281,3.076923076923077,2.508361204013378,62.44147157190636,52.341137123745824,83.8,2.7759197324414715,0.2675585284280936,1.9732441471571909,0.0,27.8,0.2341137123745819,2.040133779264214,0.8361204013377926,41.0,0.0682274247491638,0.0280936454849498,0.0036789297658862,0.0093645484949832,0.6187290969899666,0.3010033444816054,0.0,0.0,0.1939799331103679,0.1939799331103679,0.0033444816053511,3.1061377379584547,2.3296033034688417,1.2202683970551074,1.0538681610930472,0.8320011798103004,0.6656009438482403,2.551470284751588,0.0554667453206866,0.0,1.9968028315447213,1.5530688689792274,4.659206606937683,0.554667453206867,0.0,3.3280047192412017,1.5530688689792274,11.2597493000994,0.2773337266034335,0.776534434489613,31.818181818181817,5.934941749313477,82.44999999999999,16.314199395770395,15.919732441471572,40.13377926421405
Lucas Zelarayán,26.5,29.1,0.1855670103092783,2.6804123711340204,4.810996563573883,32.47422680412371,45.9106529209622,70.7,654.8109965635739,224.12371134020617,15.017182130584192,16.90721649484536,10.446735395189004,13.264604810996564,6.357388316151202,13.745704467353953,46.3,61.546391752577314,0.2061855670103092,4.0893470790378,28.10996563573883,34.192439862542955,3.5738831615120272,52.16494845360825,2.9553264604811,5.051546391752577,58.5,3.127147766323024,0.274914089347079,46.08247422680412,227.7319587628866,107.2508591065292,6.185567010309278,2.4398625429553262,0.6529209621993127,3.333333333333333,3.333333333333333,53.57388316151202,42.47422680412371,79.3,2.3711340206185567,0.0343642611683848,3.436426116838488,0.0343642611683848,13.6,0.4123711340206185,3.1958762886597936,1.1683848797250858,36.6,0.1096219931271477,0.0402061855670103,0.0041237113402061,0.0109965635738831,0.8006872852233676,1.0309278350515465,0.0343642611683848,0.0343642611683848,0.2233676975945017,0.1958762886597938,0.002061855670103,1.9332117968563984,1.208257373035249,0.5437158178658621,0.664541555169387,0.7249544238211494,0.3624772119105747,1.4499088476422988,0.0,0.0,0.8457801611246742,1.3894959789905363,3.3227077758469346,0.2416514746070497,0.0,2.1748632714634484,1.3894959789905363,10.753490620013714,0.3624772119105747,0.7249544238211492,30.769230769230766,3.4435335131504594,83.8,29.94011976047904,15.979381443298967,43.986254295532646
Djordje Mihailovic,24.8,31.1,0.3183279742765273,2.4115755627009645,4.019292604501608,34.18006430868167,46.559485530546624,73.4,633.6334405144694,181.5434083601286,16.045016077170416,19.163987138263664,12.347266881028938,14.823151125401928,4.95176848874598,10.57877813504823,46.8,58.745980707395496,0.7073954983922829,6.591639871382636,28.23151125401929,28.13504823151125,4.115755627009646,51.83279742765273,1.7041800643086815,3.215434083601286,53.0,2.057877813504823,0.0964630225080385,39.2604501607717,212.31511254019293,112.57234726688102,5.691318327974276,1.9614147909967845,0.9646302250803858,2.47588424437299,1.35048231511254,52.86173633440514,42.21864951768489,79.9,2.733118971061093,0.0964630225080385,1.9935691318327973,0.0321543408360128,44.9,0.1286173633440514,1.864951768488746,0.45016077170418,24.1,0.060128617363344,0.0144694533762057,0.0022508038585209,0.0093247588424437,0.6045016077170418,0.3536977491961414,0.0,0.0,0.1704180064308681,0.1704180064308681,0.0028938906752411,1.933289490443376,1.4361579071865085,0.8837894813455435,0.6628421110091576,0.3866578980886752,0.607605268425061,1.1047368516819294,0.0552368425840964,0.0,2.154236860779762,1.6571052775228938,3.5903947679662704,0.93902632392964,0.0,1.7123421201069902,1.6571052775228938,8.451236915366758,1.215210536850122,0.4971315832568679,36.8421052631579,5.302736888073261,83.5,22.72099447513812,12.636655948553054,37.23472668810289
Brooks Lennon,25.0,29.4,0.2414965986394557,2.482993197278912,2.414965986394558,45.81632653061224,56.19047619047619,81.5,834.7278911564626,238.2993197278912,21.7687074829932,23.60544217687075,18.503401360544217,20.850340136054424,5.034013605442177,10.136054421768709,49.7,63.36734693877551,2.653061224489796,16.972789115646258,26.39455782312925,22.891156462585037,1.7687074829931977,51.734693877551024,0.7482993197278912,1.08843537414966,68.8,0.7823129251700681,0.0,37.78911564625851,183.2993197278912,107.0748299319728,4.6938775510204085,1.1224489795918369,0.54421768707483,0.5782312925170068,0.54421768707483,46.054421768707485,39.863945578231295,86.6,0.8843537414965987,0.1700680272108843,4.285714285714286,0.0340136054421768,41.9,0.0,0.3401360544217687,0.1360544217687075,40.0,0.0115646258503401,0.0047619047619047,0.0,0.0,0.5408163265306123,0.0680272108843537,0.0,0.0,0.0340136054421768,0.0340136054421768,0.0034013605442176,3.115006103306701,1.7894715912612966,1.4580879632499455,1.3918112376476752,0.265106902409081,1.259257786443135,1.9883017680681077,0.3976603536136215,0.0,2.0545784936703777,2.916175926499891,6.031182029806592,3.115006103306701,0.0,1.259257786443135,2.916175926499891,10.80310627317005,1.7231948656590266,1.3255345120454043,40.51724137931034,7.1578863650451865,90.45,18.038740920096856,14.013605442176871,27.10884353741497
Álvaro Medrán,36.8,25.4,0.2165354330708661,2.716535433070866,6.889763779527559,53.07086614173229,68.34645669291339,77.6,1055.2755905511813,395.3937007874016,22.99212598425197,26.023622047244096,19.56692913385827,23.50393700787402,9.448818897637796,16.37795275590551,57.7,81.92913385826772,1.6535433070866143,14.724409448818898,48.031496062992126,25.275590551181104,1.0236220472440944,74.52755905511812,2.2440944881889764,3.4645669291338583,64.8,2.322834645669292,0.1181102362204724,58.031496062992126,311.37795275590554,161.96850393700788,6.141732283464568,2.1653543307086616,0.1574803149606299,1.220472440944882,2.6377952755905514,63.85826771653544,57.28346456692914,89.7,2.5196850393700787,0.0393700787401574,1.6141732283464567,0.0,42.2,0.1181102362204724,2.0866141732283467,0.8267716535433072,39.6,0.0822834645669291,0.0326771653543307,0.0023622047244094,0.005511811023622,0.952755905511811,0.5118110236220472,0.0,0.0,0.1102362204724409,0.1102362204724409,0.0019685039370078,3.586200861625776,2.590033955618616,1.3946336684100238,1.859511557880032,0.3320556353357199,0.929755778940016,1.793100430812888,0.199233381201432,0.0,2.058744939081464,3.519789734558632,7.105990596184408,0.9961669060071598,0.0,2.058744939081464,3.519789734558632,16.13790387731599,1.2618114142757355,0.99616690600716,42.51968503937008,8.367802010460142,85.80000000000001,23.963133640552996,17.20472440944882,30.944881889763785
